2017-10-21 12:16:07	8.3e-09	1.4e-07
2017-10-22 17:16:46	8.2e-09	1.4e-07
2017-10-22 17:17:42	8.1e-09	1.3e-07
2017-10-22 17:18:38	8.1e-09	1.3e-07
2017-10-22 17:20:36	8.1e-09	1.3e-07
2017-10-22 17:24:52	8.2e-09	1.3e-07
2017-10-22 17:26:54	8.1e-09	1.3e-07
2017-10-22 17:27:42	8.2e-09	1.3e-07
2017-10-22 17:28:23	8.2e-09	1.3e-07
2017-10-22 17:31:11	8.3e-09	1.3e-07
2017-10-22 17:31:22	8e-09	1.3e-07
2017-10-22 17:33:37	8.2e-09	1.3e-07
2017-10-22 17:48:39	8.2e-09	1.2e-07
2017-10-22 18:03:41	8.1e-09	1.2e-07
2017-10-22 18:19:15	8.2e-09	1.1e-07
2017-10-22 18:34:18	8.2e-09	1.1e-07
2017-10-22 18:49:20	8.3e-09	1e-07
2017-10-22 19:04:22	8.3e-09	9.6e-08
2017-10-22 19:19:24	8.2e-09	9.2e-08
2017-10-22 19:34:26	8.2e-09	8.7e-08
2017-10-22 19:49:29	8.3e-09	8.4e-08
2017-10-22 20:04:31	8.1e-09	8e-08
2017-10-22 20:19:33	8.1e-09	7.7e-08
2017-10-22 20:34:35	8.2e-09	7.4e-08
2017-10-22 20:49:37	8.3e-09	7.2e-08
2017-10-22 21:04:40	8.2e-09	6.9e-08
2017-10-22 21:19:42	8.1e-09	6.7e-08
2017-10-22 21:34:44	8e-09	6.5e-08
2017-10-22 21:49:46	8.1e-09	6.3e-08
2017-10-22 22:04:48	8.1e-09	6.1e-08
2017-10-22 22:19:51	8e-09	5.9e-08
2017-10-22 22:34:53	8.1e-09	5.8e-08
2017-10-22 22:49:55	8.2e-09	5.6e-08
2017-10-22 23:04:57	8.2e-09	5.4e-08
2017-10-22 23:19:59	8.1e-09	5.3e-08
2017-10-22 23:35:02	8.1e-09	5.1e-08
2017-10-22 23:50:04	8.1e-09	5e-08
2017-10-23 00:05:06	8e-09	4.9e-08
2017-10-23 00:20:08	8e-09	4.8e-08
2017-10-23 00:35:11	8.1e-09	4.7e-08
2017-10-23 00:50:13	8.1e-09	4.6e-08
2017-10-23 01:05:15	8e-09	4.4e-08
2017-10-23 01:20:17	8e-09	4.4e-08
2017-10-23 01:35:19	8.1e-09	4.3e-08
2017-10-23 01:50:22	8e-09	4.2e-08
2017-10-23 02:05:24	8.1e-09	4.1e-08
2017-10-23 02:20:26	8e-09	4e-08
2017-10-23 02:35:28	8e-09	3.8e-08
2017-10-23 02:50:30	7.9e-09	3.8e-08
2017-10-23 03:05:33	8e-09	3.7e-08
2017-10-23 03:20:35	8e-09	3.7e-08
2017-10-23 03:35:37	7.9e-09	3.6e-08
2017-10-23 03:50:39	8e-09	3.5e-08
2017-10-23 04:05:41	7.9e-09	3.5e-08
2017-10-23 04:20:44	7.8e-09	3.4e-08
2017-10-23 04:35:46	7.9e-09	3.4e-08
2017-10-23 04:50:48	7.8e-09	3.3e-08
2017-10-23 05:05:50	8e-09	3.3e-08
2017-10-23 05:20:52	7.8e-09	3.2e-08
2017-10-23 05:35:55	7.8e-09	3.2e-08
2017-10-23 05:50:57	7.8e-09	3.1e-08
2017-10-23 06:05:59	7.8e-09	3.1e-08
2017-10-23 06:21:01	7.8e-09	3.1e-08
2017-10-23 06:36:04	7.9e-09	3e-08
2017-10-23 06:51:06	7.7e-09	2.9e-08
2017-10-23 07:06:08	7.8e-09	2.9e-08
2017-10-23 07:21:10	7.8e-09	2.8e-08
2017-10-23 07:36:12	7.6e-09	2.7e-08
2017-10-23 07:51:15	7.5e-09	2.5e-08
2017-10-23 08:06:17	7.3e-09	2.5e-08
2017-10-23 08:21:19	7.3e-09	2.3e-08
2017-10-23 08:36:21	7.3e-09	2.2e-08
2017-10-23 08:51:23	7.1e-09	2.2e-08
2017-10-23 09:06:26	7e-09	2.1e-08
2017-10-23 09:21:28	6.9e-09	2e-08
2017-10-23 09:36:30	7.1e-09	2e-08
2017-10-23 09:51:32	6.9e-09	2e-08
2017-10-23 10:06:34	6.8e-09	1.9e-08
2017-10-23 10:20:56	6.8e-09	1.9e-08
2017-10-23 10:21:57	6.8e-09	1.9e-08
2017-10-23 10:22:46	6.7e-09	1.9e-08
2017-10-23 10:23:09	6.7e-09	1.9e-08
2017-10-23 10:24:27	6.8e-09	1.9e-08
2017-10-23 10:29:05	6.7e-09	1.9e-08
2017-10-23 10:30:54	6.7e-09	1.9e-08
2017-10-23 10:31:54	6.6e-09	1.9e-08
2017-10-23 10:32:56	6.7e-09	1.9e-08
2017-10-23 10:38:18	6.7e-09	1.9e-08
2017-10-23 10:38:41	6.7e-09	1.9e-08
2017-10-23 10:53:43	6.7e-09	1.9e-08
2017-10-23 11:08:45	6.6e-09	1.9e-08
2017-10-23 11:23:48	6.6e-09	1.9e-08
2017-10-23 11:38:50	6.6e-09	1.9e-08
2017-10-23 11:53:52	6.6e-09	1.9e-08
2017-10-23 12:08:54	6.5e-09	2e-08
2017-10-23 12:23:56	6.6e-09	1.9e-08
2017-10-23 12:38:59	6.6e-09	2e-08
2017-10-23 12:54:01	6.7e-09	2e-08
2017-10-23 13:09:03	6.7e-09	2.1e-08
2017-10-23 13:24:05	6.6e-09	2e-08
2017-10-23 13:39:08	6.8e-09	2.1e-08
2017-10-23 13:54:10	6.7e-09	2.1e-08
2017-10-23 14:09:12	6.9e-09	2.1e-08
2017-10-23 14:24:14	6.9e-09	2.1e-08
2017-10-23 14:39:16	6.9e-09	2.1e-08
2017-10-23 14:54:19	6.9e-09	2.2e-08
2017-10-23 15:09:21	7e-09	2.2e-08
2017-10-23 15:24:23	6.9e-09	2.2e-08
2017-10-23 15:39:25	7.2e-09	2.2e-08
2017-10-23 15:54:27	7.1e-09	2.2e-08
2017-10-23 16:09:30	7.2e-09	2.2e-08
2017-10-23 16:24:32	7.2e-09	2.3e-08
2017-10-23 16:39:34	7.3e-09	2.2e-08
2017-10-23 16:54:36	7.3e-09	2.2e-08
2017-10-23 17:09:38	7.5e-09	2.2e-08
2017-10-23 17:24:41	7.5e-09	2.2e-08
2017-10-23 17:39:43	7.5e-09	2.2e-08
2017-10-23 17:54:45	7.7e-09	2.2e-08
2017-10-23 18:09:47	7.6e-09	2.2e-08
2017-10-23 18:24:50	7.6e-09	2.2e-08
2017-10-23 18:39:52	7.7e-09	2.1e-08
2017-10-23 18:54:54	7.7e-09	2.1e-08
2017-10-23 19:09:56	7.7e-09	2.1e-08
2017-10-23 19:24:58	7.6e-09	2.1e-08
2017-10-23 19:40:01	7.6e-09	2e-08
2017-10-23 19:55:03	7.6e-09	2e-08
2017-10-23 20:10:05	7.6e-09	2e-08
2017-10-23 20:25:07	7.7e-09	1.9e-08
2017-10-23 20:40:09	7.5e-09	1.9e-08
2017-10-23 20:55:12	7.6e-09	1.9e-08
2017-10-23 21:10:14	7.6e-09	1.8e-08
2017-10-23 21:25:16	7.4e-09	1.8e-08
2017-10-23 21:40:18	7.4e-09	1.8e-08
2017-10-23 21:55:21	7.4e-09	1.7e-08
2017-10-23 22:10:24	7.3e-09	1.7e-08
2017-10-23 22:25:26	7.2e-09	1.7e-08
2017-10-23 22:40:28	7.3e-09	1.7e-08
2017-10-23 22:55:30	7.4e-09	1.7e-08
2017-10-23 23:10:33	7.3e-09	1.6e-08
2017-10-23 23:25:35	7.3e-09	1.6e-08
2017-10-23 23:40:37	7.2e-09	1.6e-08
2017-10-23 23:55:39	7.2e-09	1.5e-08
2017-10-24 00:10:41	7.1e-09	1.6e-08
2017-10-24 00:25:44	7.1e-09	1.6e-08
2017-10-24 00:40:46	7.1e-09	1.6e-08
2017-10-24 00:55:48	7.2e-09	1.6e-08
2017-10-24 01:10:50	7e-09	1.6e-08
2017-10-24 01:25:52	7.3e-09	1.7e-08
2017-10-24 01:40:55	7.3e-09	1.7e-08
2017-10-24 01:55:57	7.2e-09	1.8e-08
2017-10-24 02:10:59	7.3e-09	1.8e-08
2017-10-24 02:26:01	7.2e-09	1.7e-08
2017-10-24 02:41:04	7.4e-09	1.8e-08
2017-10-24 02:56:06	7.5e-09	1.8e-08
2017-10-24 03:11:08	7.4e-09	1.8e-08
2017-10-24 03:26:10	7.4e-09	1.8e-08
2017-10-24 03:41:12	7.3e-09	1.8e-08
2017-10-24 03:56:15	7.4e-09	1.8e-08
2017-10-24 04:11:17	7.5e-09	1.8e-08
2017-10-24 04:26:19	7.6e-09	1.8e-08
2017-10-24 04:41:21	7.5e-09	1.8e-08
2017-10-24 04:56:24	7.6e-09	1.8e-08
2017-10-24 05:11:26	7.5e-09	1.8e-08
2017-10-24 05:26:28	7.6e-09	1.8e-08
2017-10-24 05:41:30	7.6e-09	1.8e-08
2017-10-24 05:56:32	7.5e-09	1.8e-08
2017-10-24 06:11:35	7.7e-09	1.7e-08
2017-10-24 06:26:37	7.7e-09	1.8e-08
2017-10-24 06:41:39	7.7e-09	1.8e-08
2017-10-24 06:56:41	7.7e-09	1.8e-08
2017-10-24 07:11:43	7.8e-09	1.8e-08
2017-10-24 07:26:46	7.9e-09	1.8e-08
2017-10-24 07:41:48	7.8e-09	1.7e-08
2017-10-24 07:56:50	7.8e-09	1.6e-08
2017-10-24 08:11:52	7.6e-09	1.6e-08
2017-10-24 08:26:55	7.8e-09	1.6e-08
2017-10-24 08:41:57	7.7e-09	1.6e-08
2017-10-24 08:56:59	7.6e-09	1.6e-08
2017-10-24 09:12:01	7.5e-09	1.6e-08
2017-10-24 09:27:03	7.7e-09	1.6e-08
2017-10-24 09:42:06	7.7e-09	1.6e-08
2017-10-24 09:57:08	7.7e-09	1.6e-08
2017-10-24 10:12:10	7.7e-09	1.6e-08
2017-10-24 10:27:12	7.7e-09	1.6e-08
2017-10-24 10:42:14	7.7e-09	1.5e-08
2017-10-24 10:57:17	7.6e-09	1.6e-08
2017-10-24 11:12:19	7.6e-09	1.6e-08
2017-10-24 11:27:21	7.6e-09	1.6e-08
2017-10-24 11:42:23	7.6e-09	1.5e-08
2017-10-24 11:57:26	7.7e-09	1.6e-08
2017-10-24 12:12:28	7.7e-09	1.5e-08
2017-10-24 12:27:30	7.6e-09	1.6e-08
2017-10-24 12:42:32	7.8e-09	1.6e-08
2017-10-24 12:57:34	7.7e-09	1.7e-08
2017-10-24 13:12:37	7.8e-09	1.7e-08
2017-10-24 13:27:39	7.9e-09	3.1e-08
2017-10-24 13:42:41	7.9e-09	8.8e-08
2017-10-24 13:57:43	8e-09	1.9e-07
2017-10-24 14:12:46	7.9e-09	3.4e-07
2017-10-24 14:27:48	7.9e-09	4.8e-07
2017-10-24 14:42:50	7.7e-09	5.3e-07
2017-10-24 14:57:52	7.8e-09	5.1e-07
2017-10-24 15:12:54	7.7e-09	5e-07
2017-10-24 15:27:57	7.7e-09	5.5e-07
2017-10-24 15:42:59	7.7e-09	5.6e-07
2017-10-24 15:58:01	7.7e-09	5.5e-07
2017-10-24 16:13:03	7.7e-09	5.4e-07
2017-10-24 16:28:05	7.6e-09	5.1e-07
2017-10-24 16:43:08	7.6e-09	4.8e-07
2017-10-24 16:58:10	7.5e-09	4.5e-07
2017-10-24 17:13:12	7.5e-09	4.3e-07
2017-10-24 17:28:14	7.5e-09	4e-07
2017-10-24 17:43:17	7.5e-09	3.8e-07
2017-10-24 17:47:13	7.5e-09	3.7e-07
2017-10-24 17:49:48	7.5e-09	3.6e-07
2017-10-24 17:51:43	7.4e-09	3.6e-07
2017-10-24 17:52:23	7.4e-09	3.7e-07
2017-10-24 17:52:54	7.5e-09	3.6e-07
2017-10-24 17:53:43	7.5e-09	3.6e-07
2017-10-24 17:57:09	7.5e-09	3.6e-07
2017-10-24 17:57:30	7.4e-09	3.5e-07
2017-10-24 17:57:43	7.5e-09	3.6e-07
2017-10-24 18:17:14	7.5e-09	3.2e-07
